HS Code,Description,SU,ID,VAT,LVY,EXC,DOV
7210120000,Of a thickness of less than 0.5 mm,KG,5,7.5,,,14/04/2020
7210200000,"Plated or coated with lead, including terneplate",KG,5,7.5,,,14/04/2020
7210300000,Electrolytically plated or coated with zinc,KG,5,7.5,40,,14/04/2020
7210410000,Corrugated,KG,20,7.5,25,,14/04/2020
7210491000,In coils,KG,5,7.5,40,,14/04/2020
7210499000,"Other Flatrolled products of iron or nonalloy steel,",KG,20,7.5,25,,14/04/2020
7210500000,Plated or coated with chromium oxides or with chromium and chromium oxides,KG,5,7.5,,,14/04/2020
7210611000,In coils,KG,5,7.5,40,,14/04/2020
7210619000,"Other Flatrolled products of iron or nonalloy steel,",KG,20,7.5,25,,14/04/2020
7210691000,In coils,KG,5,7.5,40,,14/04/2020
7210699000,"Other Flatrolled products of iron or nonalloy steel,",KG,20,7.5,25,,14/04/2020
7210701000,In coils,KG,5,7.5,,,14/04/2020
7210709000,"Other Painted, varnished or coated with plastics:",KG,20,7.5,,,14/04/2020
7210901000,Plated or coated with other materials,KG,20,7.5,,,14/04/2020
7210909000,Other flat rolled products.,KG,20,7.5,,,14/04/2020
7211130000,"Rolled on four faces or in a closed box pass, of a width",KG,5,7.5,,,14/04/2020
7211140000,"Other, of a thickness of 4.75 mm or more",KG,5,7.5,,,14/04/2020
7211190000,Flatrolled products of iron or nonalloy her,KG,5,7.5,,,14/04/2020
7211230000,Containing by weight less than 0.25 % of carbon,KG,5,7.5,10,,14/04/2020
7211290000,Flatrolled products of iron or nonalloy Other,KG,5,7.5,10,,14/04/2020
7211900000,"FLATROLLED IRON/NONALLOY STEEL,WID<600MM,NES(INC.FURTHR WORKED THAN ROLLE",KG,5,7.5,,,14/04/2020
7212100000,Plated or coated with tin,KG,5,7.5,,,14/04/2020
7212200000,Electrolytically plated or coated with zinc,KG,5,7.5,,,14/04/2020
7212300000,Otherwise plated or coated with zinc,KG,5,7.5,,,14/04/2020
7212400000,"Painted, varnished or coated with plastics",KG,5,7.5,,,14/04/2020
7212500000,Otherwise plated or coated,KG,5,7.5,,,14/04/2020
7212600000,Clad,KG,5,7.5,,,14/04/2020
7213100000,"Containing indentations, ribs, grooves or other deformati",KG,5,7.5,40,,14/04/2020
7213201000,Of circular crosssection measuring less than or equal to 5.5 mm in diameter,KG,5,7.5,,,14/04/2020
7213209000,"Other Bars and rods, hotrolled, in irregularly wound co",KG,5,7.5,40,,14/04/2020
7213911000,Of a diameter not exceeding 5.5mm,KG,5,7.5,10,,14/04/2020
7213919000,"Other Bars and rods, hotrolled, in irregularly wound",KG,5,7.5,40,,14/04/2020
7213990000,"Other Bars and rods, hotrolled, in irregularly wound co",KG,5,7.5,40,,14/04/2020
7214100000,Forged,KG,20,7.5,25,,14/04/2020
7214200000,"Containing indentations, ribs, grooves or other deformati",KG,20,7.5,25,,14/04/2020
7214300000,"Other, of freecutting steel",KG,20,7.5,25,,14/04/2020
7214910000,Of rectangular (other than square) crosssection,KG,20,7.5,25,,14/04/2020
7214990000,"Other bars and rods of iron or nonalloy steel, not furt",KG,20,7.5,25,,14/04/2020
7215100000,"Of freecutting steel, not further worked than coldformed or coldfinished",KG,20,7.5,25,,14/04/2020
7215500000,"Other, not further worked than coldformed or coldfinished",KG,20,7.5,25,,14/04/2020
7215900000,Other bars and rods of iron or nonalloy Imported by Bonafide manufacturer,KG,20,7.5,25,,14/04/2020
7216100000,"U, I or H sections, not further worked than hotrolled, h",KG,20,7.5,,,14/04/2020
7216210000,L sections,KG,20,7.5,,,14/04/2020
7216220000,T sections,KG,20,7.5,,,14/04/2020
7216310000,U sections,KG,20,7.5,,,14/04/2020
7216320000,I sections,KG,20,7.5,,,14/04/2020
7216330000,H sections,KG,20,7.5,,,14/04/2020
7216400000,"L or T sections, not further worked than hotrolled, hot",KG,20,7.5,,,14/04/2020
7216500000,"Other angles, shapes and sections, not further worked tha",KG,20,7.5,,,14/04/2020
7216610000,Obtained from flatrolled products,KG,20,7.5,,,14/04/2020
7216690000,"Angles, shapes and sections of iron or n Other",KG,20,7.5,,,14/04/2020
7216910000,Coldformed or coldfinished from flatrolled products,KG,20,7.5,,,14/04/2020
7216990000,"Angles, shapes and sections of iron or n Other",KG,20,7.5,,,14/04/2020
7217101000,Of a diameter not exceeding 5.5mm,KG,10,7.5,10,,14/04/2020
7217109000,"Other not plated or coated, whether or not polished not specified",KG,10,7.5,35,,14/04/2020
7217201000,Of a diameter not exceeding 5.5mm,KG,10,7.5,,,01/04/2022
7217209000,Other plated with zinc not specified,KG,10,7.5,35,,14/04/2020
7217301000,Of a diameter not exceeding 5.5mm,KG,10,7.5,,,14/04/2020
7217309000,Other plated with other base metals not specified,KG,10,7.5,35,,14/04/2020
7217901000,Of a diameter not exceeding 5.5mm,KG,10,7.5,,,14/04/2020
7217909000,Other wire of iron or nonsteel not specified.,KG,10,7.5,35,,14/04/2020
7218100000,Stainless steel in Ingots and other primary forms,KG,5,7.5,,,14/04/2020
7218910000,Semifinished products of stainless steel Of rectangular (other than square) crosssection,KG,5,7.5,,,14/04/2020
7218990000,Semifinished products of stainless steel Of square crosssection,KG,5,7.5,,,14/04/2020
7219110000,"Flatrolled pdts of stainless steel,width of =>600 m. not f/worked, thickness >10 mm",KG,5,7.5,,,14/04/2020
7219120000,"Flatrolled pdts of stainless steel,width of =>600 m. not f/worked, thickness= >4.75<10mm",KG,5,7.5,,,14/04/2020
7219130000,"Flatrolled pdts of stainless steel,width of =>600 m. not f/worked, thickness= >4.75<10mm",KG,5,7.5,,,14/04/2020
7219140000,Of a thickness of less than 3 mm,KG,5,7.5,,,14/04/2020
7219210000,Of a thickness exceeding 10 mm,KG,5,7.5,,,14/04/2020
7219220000,Of a thickness of 4.75 mm or more but not exceeding 10 mm,KG,5,7.5,,,14/04/2020
7219230000,Of a thickness of 3 mm or more but less than 4.75 mm,KG,5,7.5,,,14/04/2020
7219240000,Of a thickness of less than 3 mm,KG,5,7.5,,,14/04/2020
7219310000,Of a thickness of 4.75 mm or more,KG,5,7.5,,,14/04/2020
7219320000,Of a thickness of 3 mm or more but less than 4.75 mm,KG,5,7.5,,,14/04/2020
7219330000,Of a thickness exceeding 1 mm but less than 3 mm,KG,5,7.5,,,14/04/2020
7219340000,Of a thickness of 0.5 mm or more but not exceeding 1 mm,KG,5,7.5,,,14/04/2020
7219350000,Of a thickness of less than 0.5 mm,KG,5,7.5,,,14/04/2020
7219900000,Other Not further worked than coldrolled (coldreduced): Not specified,KG,5,7.5,,,14/04/2020
7220110000,Of a thickness of 4.75 mm or more,KG,5,7.5,,,14/04/2020
7220120000,Of a thickness of less than 4.75 mm,KG,5,7.5,,,14/04/2020
7220200000,Not further worked than coldrolled (coldreduced),KG,5,7.5,,,14/04/2020
7220900000,"Flatrolled products of stainless steel, Other",KG,5,7.5,,,14/04/2020
7221000000,"Bars and rods, hotrolled, in irregularly wound coils, of stainless steel.",KG,5,7.5,,,14/04/2020
7222110000,Of circular crosssection,KG,10,7.5,,,14/04/2020
7222190000,"Other bars and rods of stainless steel;.. Other (Bars and rods, not further worked)",KG,10,7.5,,,14/04/2020
7222200000,"Bars and rods, not further worked than coldformed or coldfinished",KG,10,7.5,,,14/04/2020
7222300000,Other bars and rods,KG,10,7.5,,,14/04/2020
7222400000,"Angles, shapes and sections",KG,10,7.5,,,14/04/2020
7223000000,Wire of stainless steel.,KG,10,7.5,,,14/04/2020
7224100000,Ingots and other primary forms,KG,5,7.5,,,14/04/2020
7224900000,Other alloy steel ingots or other prim... Other,KG,5,7.5,,,14/04/2020
7225110000,Grainoriented,KG,5,7.5,,,14/04/2020
7225190000,"Flatrolled products of siliconelectrical steel,>=600mm wide,(excl.grainoriented)",KG,5,7.5,,,14/04/2020
7225300000,"Other, not further worked than hotrolled, in coils",KG,5,7.5,,,14/04/2020
7225400000,"Other, not further worked than hotrolled, not in coils",KG,5,7.5,,,14/04/2020
7225500000,"Other, not further worked than coldrolled (coldreduced)",KG,5,7.5,,,14/04/2020
7225910000,Electrolytically plated or coated with zinc,KG,5,7.5,,,14/04/2020
7225920000,Otherwise plated or coated with zinc,KG,5,7.5,,,14/04/2020
7225990000,Flatrolled products of other alloy steel Other,KG,5,7.5,,,14/04/2020
7226110000,Grainoriented,KG,5,7.5,,,14/04/2020
7226190000,Flatrolled products of other alloy steel Other,KG,5,7.5,,,14/04/2020
7226200000,Of high speed steel,KG,5,7.5,,,14/04/2020
7226910000,Not further worked than hotrolled,KG,5,7.5,,,14/04/2020
7226920000,Not further worked than coldrolled (coldreduced),KG,5,7.5,,,14/04/2020
7226990000,"Flatrolled products of other alloy steel, <600mm wide, nes",KG,5,7.5,,,14/04/2020
7227100000,Of high speed steel,KG,5,7.5,,,14/04/2020
7227200000,Of silicomanganese steel,KG,5,7.5,,,14/04/2020
7227900000,"Other Bars and rods, hotrolled, in irregularly wound coi",KG,5,7.5,,,14/04/2020
7228100000,"Bars and rods, of high speed steel",KG,20,7.5,25,,14/04/2020
7228200000,"Bars and rods, of silicomanganese steel",KG,20,7.5,,,14/04/2020
7228300000,"Other bars and rods, not further worked than hotrolled, hotdrawn or extruded",KG,20,7.5,,,14/04/2020
7228400000,"Other bars and rods, not further worked than forged",KG,20,7.5,,,14/04/2020
7228500000,"Other bars and rods, not further worked than coldformed or coldfinished",KG,20,7.5,,,14/04/2020
7228600000,Other bars and rods,KG,20,7.5,,,14/04/2020
7228700000,"Angles, shapes and sections",KG,20,7.5,,,14/04/2020
7228800000,Hollow drill bars and rods,KG,20,7.5,,,14/04/2020
7229200000,Of silicomanganese steel,KG,10,7.5,35,,14/04/2020
7229900000,Wire of other alloy steel. Other,KG,10,7.5,35,,14/04/2020
7301100000,Sheet piling of iron or steel,KG,10,7.5,,,14/04/2020
7301200000,"Angles, shapes and sections of iron or steel",KG,20,7.5,,,14/04/2020
7302100000,Rails of iron or steel,KG,5,7.5,,,14/04/2020
7302300000,"Switch blades, crossing frogs, point rods and other crossing pieces of iron or steel",KG,5,7.5,,,14/04/2020
7302400000,Fishplates and sole plates of iron or steel,KG,5,7.5,,,14/04/2020
7302900000,Railway or tramway track construction .. Other of iron or steel,KG,5,7.5,,,14/04/2020
7303001000,Of a kind used for supplies under pressure of cast iron,KG,10,7.5,,,14/04/2020
7303009000,"Other Tubes, pipes and hollow profiles, of cast iron not specified.",KG,20,7.5,,,14/04/2020
7304110000,Line pipe of a kind used for oil or gas pipelines : Of stainless steel,KG,5,7.5,,,14/04/2020
7304190000,Other Line pipe of a kind used for oil or gas pipelines not specified.,KG,5,7.5,,,14/04/2020
7304220000,Drill pipe of stainless steel used in drilling for oil or gas :,KG,5,7.5,,,14/04/2020
7304230000,Other drill pipe not stainless steel used in drilling for oil or gas :,KG,5,7.5,,,14/04/2020
7304240000,"Other,Casing, tubing of stainless steel of a kind used in drilling for oil or gas :",KG,5,7.5,,,14/04/2020
7304290000,"Other,Casing, tubing not of stainless steel of a kind used in drilling for oil or gas :",KG,5,7.5,,,14/04/2020
7304311000,"Circular crosssec., of iron/nonalloy steel, oldreduced,used for supplies under pressure",KG,10,7.5,,,14/04/2020
7304312000,"Circular crosssec., of iron/nonalloy steel, coldreducd,For manuf. of bicycle/motorcycle",KG,5,7.5,,,14/04/2020
7304319000,"Other,coldreduced Circular crosssec., of iron/nonalloy steel, not specified",KG,20,7.5,,,14/04/2020
7304391000,"Other coldreduced crosssection, of iron or nonalloy steel for supplies under pressure",KG,10,7.5,,,14/04/2020
7304392000,"Other coldreduced iron/nonalloy steel, usd for manufacture of bicycles/m.cycle frame",KG,5,7.5,,,14/04/2020
7304399000,"Other coldreduced iron/nonalloy steel, usd for manufacturing not specified.",KG,20,7.5,,,14/04/2020
7304411000,"Circular crosssec., of stainless steel, coldreduced,used for supplies under pressure.",KG,10,7.5,,,14/04/2020
7304419000,"Circular crosssec., of stainl. steel, coldreduced,not used for supplies under pressure.",KG,20,7.5,,,14/04/2020
7304491000,"Circular crosssec., not specified,used for supplies under pressure.",KG,10,7.5,,,14/04/2020
7304499000,"Circular crosssec., not specified,not used for supplies under pressure.",KG,20,7.5,,,14/04/2020
7304511000,"Circular crosssec., of alloy steel,coldreduced, used for supplies under pressure.",KG,10,7.5,,,14/04/2020
7304519000,"Circular crosssec., of alloy steel,coldreduced,not used for supplies under pressure.",KG,20,7.5,,,14/04/2020
7304591000,"Circular crosssec., of alloy steel, not coldreduced, used for supplies under pressure.",KG,10,7.5,,,14/04/2020
7304599000,"Circular crosssec., of alloy steel, not coldreduced, excl. for supplies under pressure.",KG,20,7.5,,,14/04/2020
7304900000,"Tubes, pipes and hollow profiles, seamless, of iron or steel. Not specified.",KG,20,7.5,,,14/04/2020
7305110000,"Line pipes, ext. diameter >406.4mm; Longitudinally submerged arc welded",KG,10,7.5,,,14/04/2020
7305120000,"Other Line pipes, ext. diameter >406.4mm; longitudinally welded",KG,5,7.5,,,14/04/2020
7305190000,Other tubes and pipes not specified in thid heading,KG,5,7.5,,,14/04/2020
7305200000,Casing of a kind used in drilling for oil or gas,KG,5,7.5,,,14/04/2020
7305311000,"Casing used in drilling for oil/gas, L/welded, kind used for supplies under pressure",KG,10,7.5,,,14/04/2020
7305319000,"Casing used in drilling oil/gas,L/ welded, kind not used for supplies under pressure",KG,20,7.5,,,14/04/2020
7305391000,"Casing used in drilling for oil/gas, H/welded, kind used for supplies under pressure",KG,10,7.5,,,14/04/2020
7305399000,"Casing used in drilling for oil/gasH/ welded, kind not used for supplies under pressure",KG,20,7.5,,,14/04/2020
7305901000,"tube and pipe,ext. diameter > 406.4 mm, of iron/steel. used for supplies under pressure",KG,10,7.5,,,14/04/2020
7305909000,"Tube and pipe,ext. diameter > 406.4 mm, of iron/steel. Excl. supplies under pressure",KG,20,7.5,,,14/04/2020
7306110000,"Line pipe of a kind used for oil or gas pipelines , Welded, of stainless steel",KG,5,7.5,,,14/04/2020
7306190000,"Line pipe of a kind used for oil or gas pipelines , Welded,not stainless steel",KG,5,7.5,,,14/04/2020
7306210000,"Casing and tubing of a kind used in drilling for oil or gas: Welded, of stainless steel",KG,5,7.5,,,14/04/2020
7306290000,"Casing and tubing of a kind used in drilling for oil or gas: Welded, not stainless steel",KG,5,7.5,,,14/04/2020
7306301000,"Other, welded tube/pipe c/crosssect, iron/nonalloy steel,usd for supplies under pres..",KG,10,7.5,,,14/04/2020
7306309000,Other welded of iron or nonalloy steel not specified.,KG,20,7.5,,,14/04/2020
7306401000,"Other, welded tube/pips c/crosssect, stainless steel,usd for supplies under pressure",KG,10,7.5,,,14/04/2020
7306409000,"Other, welded tube/pips c/crosssect, stainless steel,usd for supplies under pressure",KG,20,7.5,,,14/04/2020
7306501000,"Other, welded tube/pips c/crosssect, alloy steel,usd for supplies under pressure",KG,10,7.5,,,14/04/2020
7306509000,"Other, welded tube/pips c/crosssect, alloy steel, not used for supplies under pressure",KG,20,7.5,,,14/04/2020
7306610000,"Other, welded tube/pips sq/rect sect, alloy steel.",KG,20,7.5,,,14/04/2020
7306690000,"Other, welded tube/pips non circular sect, alloy steel.",KG,20,7.5,,,14/04/2020
7306900000,"Tubes, pipes and hollow profiles, riveted, of iron or steel, NES",KG,20,7.5,,,14/04/2020
7307111000,"Tube/pipe fittings,cast fitting, non malleable cast iron. used for supplies under pres..",KG,10,7.5,,,14/04/2020
7307119000,"Tube/pipe fitting,cast fitt., non malleable cast iron.not used for supplies under pres..",KG,20,7.5,,,14/04/2020
7307190000,Tube or pipe cast fittings of iron and stell not specified,KG,20,7.5,,,14/04/2020
7307210000,Flanges of stainless steel,KG,20,7.5,,,14/04/2020
7307220000,"Threaded elbows, bends and sleeves of stainless steel",KG,20,7.5,,,14/04/2020
7307230000,Butt welding fittings of stainless steel,KG,20,7.5,,,14/04/2020
7307290000,Other tube or pipe fittings of stainless steel not specified.,KG,20,7.5,,,14/04/2020
7307910000,Flanges of material not specified,KG,20,7.5,,,14/04/2020
7307920000,"Threaded elbows, bends and sleeves material not specified",KG,20,7.5,,,14/04/2020
7307930000,Butt welding fittings material not specified,KG,20,7.5,,,14/04/2020
7307990000,Other Tube or pipe fittings not specified,KG,20,7.5,,,14/04/2020
7308100000,Bridges and bridgesections of iron and steel,KG,5,7.5,,,14/04/2020
7308201000,Towers and lattice masts: Of a kind used for the transportation of electricity,KG,5,7.5,,,14/04/2020
7308209000,Other Towers and lattice masts not specified,KG,5,7.5,,,14/04/2020
7308300000,"Doors, windows and their frames and thresholds for doors of iron and steel",KG,20,7.5,,,14/04/2020
7308400000,"Equipment for scaffolding, shuttering, propping or pitpropping of iron and steel",KG,5,7.5,15,,14/04/2020
7308901000,Poles with or without lighting fittings of a height of 8 m or more of iron and steel,KG,5,7.5,15,,14/04/2020
7308909100,Metallic pipes of iron and steel,KG,20,7.5,,,14/04/2020
7308909900,Other structures of iron and steel Not specified or included in this heading,KG,5,7.5,15,,14/04/2020
7309001000,"Reservoir, tanks, tubs of a minimum capacity of 50,000 l",KG,10,7.5,,,14/04/2020
7309009000,"Other Reservoirs, tanks, vats and similar containers for any material not specified.",KG,10,7.5,,,14/04/2020
7310100000,"Tanks, casks, drums, cans, boxes and similar containers Of a capacity of 50 l or more",KG,20,7.5,,,14/04/2020
7310210000,"Tanks, casks, ... and similar containers <50l, Cans to be closed by soldering..",KG,20,7.5,,,14/04/2020
7310290000,"Other Tanks, casks, drums, cans, boxes and similar container not specified",KG,20,7.5,,,14/04/2020
